Serial Number,Part Number,Error Code,Error Description,Last Station Known
"1652422038980","692-2G506-0210-0R6","EC818","PHT(timeout)","BAT_REPAIR"
"1652422039480","692-2G506-0210-0R6","Error","Processing failed: page.content: Unable to retrieve content because the page is navigating and changing the content.","BAT_REPAIR"
"1652423004120","692-2G506-0210-0R6","EC272","BAT(test-failed)","BAT_REPAIR"
"1652423004398","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9511998", waiting until "load"[22m
","FLA_REPAIR"
"1652423004534","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1652423004694","692-2G506-0210-0R6","Error","Processing failed: page.content: Unable to retrieve content because the page is navigating and changing the content.","BAT_REPAIR"
"1652423005025","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BAT_REPAIR"
"1652423005312","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FLA_REPAIR"
"1652423005319","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","OQA_REPAIR"
"1652423005926","692-2G506-0210-0R6","Error","Processing failed: page.content: Unable to retrieve content because the page is navigating and changing the content.","BAT_REPAIR"
"1652423006159","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9590365", waiting until "load"[22m
","FCT_REPAIR"
"1652423006230","692-2G506-0210-0R6","EC539","OQA(timeout)","OQA_REPAIR"
"1652423006933","692-2G506-0210-0R6","EC140","","BAT_REPAIR"
"1652423007660","692-2G506-0210-0R6","EC140","","BAT_REPAIR"
"1652423009030","692-2G506-0210-0R6","981600","找不到设备/显卡(Device/board not recognized)-bat fail","BAT_REPAIR"
"1652423009451","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BAT_REPAIR"
"1652423009975","692-2G506-0210-0R6","EC316","FCT2(test-failed)","FCT_REPAIR"
"1652423010273","692-2G506-0210-0R6","EC273","FCT2(test-failed)","FCT_REPAIR"
"1652423017627","692-2G506-0210-0R6","EC665","","FCT_REPAIR"
"1652423018379","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BIT_REPAIR"
"1652423019461","692-2G506-0210-0R6","EC272","","BAT_REPAIR"
"1652423020397","692-2G506-0210-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-fins are opened","FQC_REPAIR"
"1652423020454","692-2G506-0210-0R6","EC665","BIT(test-failed)","BIT_REPAIR"
"1652423020554","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","VI2_REPAIR"
"1652423022368","692-2G506-0210-0R6","EC140","","BAT_REPAIR"
"1652423022415","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BAT_REPAIR"
"1652423022693","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","FCT_REPAIR"
"1652423022723","692-2G506-0210-0R6","EC140","PHT(test-failed)","BAT_REPAIR"
"1652424044499","692-2G520-0200-5R0","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9728743", waiting until "load"[22m
","PHT_REPAIR"
"1652424045475","692-2G520-0200-5R0","EC288","Power is below specified limit","PHT_REPAIR"
"1652424046799","692-2G520-0200-5R0","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1652424053931","692-2G520-0200-5R0","EC288","","BAT_REPAIR"
"1652522011466","692-2G506-0210-0R6","EC140","BAT(test-failed)","BAT_REPAIR"
"1652522011890","692-2G506-0210-0R6","EC272","BAT(test-failed)","BAT_REPAIR"
"1652522012637","692-2G506-0210-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-corrosion","VI1_REPAIR"
"1652522014246","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9578272", waiting until "load"[22m
","BAT_REPAIR"
"1652522014439","692-2G506-0210-0R6","020000248272","FCT1(test-failed)","FCT_REPAIR"
"1652522016081","692-2G506-0210-0R6","EC316","PHT(test-failed)","BAT_REPAIR"
"1652522016559","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1652522016619","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9482608", waiting until "load"[22m
","BAT_REPAIR"
"1652522016939","692-2G506-0210-0R6","EC229","PHT(test-failed)","BAT_REPAIR"
"1652522017736","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1652522017970","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1652522018000","692-2G506-0210-0R6","020043006_na","FLA_REFURB(non-zero-exit-code)","FLA_REPAIR"
"1652522019093","692-2G506-0210-0R6","EC665","PHT(test-failed)","BAT_REPAIR"
"1652522019904","692-2G506-0210-0R6","9854A0","散热器刮伤/裂纹/殘漆/破损/其他外观不良(Scratch / crack / paint / damage or other cosmetic Passive cooler)-bent fins","VI2_REPAIR"
"1652522024075","692-2G506-0210-0R6","EC140","BAT(test-failed)","BAT_REPAIR"
"1652522024567","692-2G506-0210-0R6","EC140","BAT(test-failed)","BAT_REPAIR"
"1652522025065","692-2G506-0210-0R6","981600","找不到设备/显卡(Device/board not recognized)-sn# fail","FLA_REPAIR"
"1652522025385","692-2G506-0210-0R6","EC445","BAT(timeout)-BAT ERROR: Monitor 0 (GPU_AVG, INPUT_TOTAL_BOARD2) R value (1.231e-04) is higher than allowed (1.200e-04),BAT ERROR: Monitor 2 (HBM2_COMBINED_MAX, INPUT_TOTAL_BOARD2) R value (1.043e-04) is higher than allowed (9.500e-05)","BAT_REPAIR"
"1652522025450","692-2G506-0210-0R6","013015001_na","OQA(test-failed)","OQA_REPAIR"
"1652522025650","692-2G506-0210-0R6","981600","找不到设备/显卡(Device/board not recognized)-can't read sn","FLA_REPAIR"
"1652522026653","692-2G506-0210-0R6","981600","找不到设备/显卡(Device/board not recognized)-SN FAIL","FLA_REPAIR"
"1652522027782","692-2G506-0210-0R6","EC140","BAT(test-failed)","BAT_REPAIR"
"1652522028172","692-2G506-0210-0R6","981600","找不到设备/显卡(Device/board not recognized)-SN FAIL","FLA_REPAIR"
"1652522028177","692-2G506-0210-0R6","981600","找不到设备/显卡(Device/board not recognized)-sn# failed","FLA_REPAIR"
"1652522028194","692-2G506-0210-0R6","981600","找不到设备/显卡(Device/board not recognized)-cannot read sn","FLA_REPAIR"
"1652522028557","692-2G506-0210-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-buckles damage","FQC_REPAIR"
"1652522029250","692-2G506-0210-0R6","EC665","PHT(test-failed)","BAT_REPAIR"
"1652522030545","692-2G506-0210-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-Pin housing broke","FQC_REPAIR"
"1652522030561","692-2G506-0210-0R6","EC665","","BAT_REPAIR"
"1652522030988","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FLA_REPAIR"
"1652522031065","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9630597", waiting until "load"[22m
","FLA_REPAIR"
"1652522031078","692-2G506-0210-0R6","EC665","","BAT_REPAIR"
"1652522031439","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1652522032017","692-2G506-0210-0R6","981600","找不到设备/显卡(Device/board not recognized)-sn#fail","FLA_REPAIR"
"1652522032746","692-2G506-0210-0R6","EC140","","BAT_REPAIR"
"1652522033137","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FCT_REPAIR"
"1652522039148","692-2G506-0210-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-Bent pins","FI_REPAIR"
"1652522039412","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9627684", waiting until "load"[22m
","BAT_REPAIR"
"1652523000360","692-2G506-0210-0R6","EC665","FCT1(test-failed)","FCT_REPAIR"
"1652523000732","692-2G506-0210-0R6","EC541","PHT(timeout)","BAT_REPAIR"
"1652523002145","692-2G506-0210-0R6","981600","找不到设备/显卡(Device/board not recognized)-can't read serial number","FLA_REPAIR"
"1652523002835","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1652523003945","692-2G506-0210-0R6","EC665","FCT1(test-failed)","FCT_REPAIR"
"1652523004164","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FCT_REPAIR"
"1652523005164","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BAT_REPAIR"
"1652523006521","692-2G506-0210-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-Bent pins","FQC_REPAIR"
"1652523009345","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9603628", waiting until "load"[22m
","VI2_REPAIR"
"1652523010241","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9604371", waiting until "load"[22m
","BAT_REPAIR"
"1652523010928","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FCT_REPAIR"
"1652523010941","692-2G506-0210-0R6","EC140","PHT(test-failed)","BAT_REPAIR"
"1652523011193","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9603657", waiting until "load"[22m
","BAT_REPAIR"
"1652523011242","692-2G506-0210-0R6","EC272","FCT1(test-failed)","FCT_REPAIR"
"1652523011378","692-2G506-0210-0R6","9857E0","PCB弯曲/扭曲/破损(PCB Bent / twisted / damaged)-bent pin","VI2_REPAIR"
"1652523018092","692-2G506-0210-0R6","EC083","BAT(test-failed)","BAT_REPAIR"
"1652523018223","692-2G506-0210-0R6","EC097","PHT(test-failed)","BAT_REPAIR"
"1652523018251","692-2G506-0210-0R6","EC140","","FCT_REPAIR"
"1652523018971","692-2G506-0210-0R6","EC272","OQA(test-failed)","OQA_REPAIR"
"1652523020473","692-2G506-0210-0R6","EC229","FCT1(test-failed)","FCT_REPAIR"
"1652523022067","692-2G506-0210-0R6","EC818","PHT(timeout)","BAT_REPAIR"
"1652523022150","692-2G506-0210-0R6","981600","找不到设备/显卡(Device/board not recognized)-can't read sn","FLA_REPAIR"
"1652523022445","692-2G506-0210-0R6","EC140","BAT(test-failed)","BAT_REPAIR"
"1652523022502","692-2G506-0210-0R6","EC317","BAT(test-failed)","BAT_REPAIR"
"1652523023255","692-2G506-0210-0R6","EC272","","FCT_REPAIR"
"1652524065177","692-2G506-0210-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-fins are damaged","FQC_REPAIR"
"1652524065638","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","FCT_REPAIR"
"1652524082999","692-2G520-0200-5R0","Error","Processing failed: page.content: Unable to retrieve content because the page is navigating and changing the content.","PHT_REPAIR"
"1652524100535","692-2G520-0200-5R0","020000246014","bandwidth out of range","FCT_REPAIR"
"1652524114211","692-2G520-0200-5R0","981600","找不到设备/显卡(Device/board not recognized)-Can't read SN #","BAT_REPAIR"
"1652524122458","692-2G520-0200-5R0","EC288","","BAT_REPAIR"
"1652622003264","692-2G506-0210-0R6","9857E0","PCB弯曲/扭曲/破损(PCB Bent / twisted / damaged)-bent pin","VI2_REPAIR"
"1652622004122","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1652622005995","692-2G506-0210-0R6","Unknown","Unknown","FLA_REPAIR"
"1652622006051","692-2G506-0210-0R6","EC077","","BAT_REPAIR"
"1652622006072","692-2G506-0210-0R6","EC077","BAT(test-failed)","BAT_REPAIR"
"1652622006612","692-2G506-0210-0R6","EC077","BAT(test-failed)","BAT_REPAIR"
"1652622007118","692-2G506-0210-0R6","EC272","","BAT_REPAIR"
"1652622008687","692-2G506-0210-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-BENT PINS","VI1_REPAIR"
"1652622009634","692-2G506-0210-0R6","981600","找不到设备/显卡(Device/board not recognized)-SN# FAIL","FLA_REPAIR"
"1652622010218","692-2G506-0210-0R6","EC665","PHT(test-failed)","BAT_REPAIR"
"1652622011047","692-2G506-0210-0R6","Unknown","Unknown","FLA_REPAIR"
"1652622011357","692-2G506-0210-0R6","Error","Processing failed: page.content: Unable to retrieve content because the page is navigating and changing the content.","FLA_REPAIR"
"1652622013573","692-2G506-0210-0R6","Error","Processing failed: page.content: Unable to retrieve content because the page is navigating and changing the content.","VI2_REPAIR"
"1652622013587","692-2G506-0210-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-Bent pin","FQC_REPAIR"
"1652622014394","692-2G506-0210-0R6","EC140","","BAT_REPAIR"
"1652622014764","692-2G506-0210-0R6","EC140","BAT(test-failed)","BAT_REPAIR"
"1652622015716","692-2G506-0210-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-fail","FI_REPAIR"
"1652623000340","692-2G506-0210-0R6","EC272","BAT(test-failed)","BAT_REPAIR"
"1652623003462","692-2G506-0210-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-The fin bridge is damaged.","FQC_REPAIR"
"1652623011977","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FCT_REPAIR"
"1652623012004","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BAT_REPAIR"
"1652623012029","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FCT_REPAIR"
"1652623012057","692-2G506-0210-0R6","EC272","","FCT_REPAIR"
"1652623012067","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FCT_REPAIR"
"1652623012074","692-2G506-0210-0R6","981600","找不到设备/显卡(Device/board not recognized)-sn fail","FLA_REPAIR"
"1652623012528","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BIT_REPAIR"
"1652623013324","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BAT_REPAIR"
"1652623013637","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BAT_REPAIR"
"1652623013664","692-2G506-0210-0R6","020025006_na","SMB(non-zero-exit-code)","FLA_REPAIR"
"1652623014431","692-2G506-0210-0R6","981600","找不到设备/显卡(Device/board not recognized)-can't read serial number","FLA_REPAIR"
"1652623014959","692-2G506-0210-0R6","EC316","BAT(test-failed)","BAT_REPAIR"
"1652623015175","692-2G506-0210-0R6","EC272","BAT(test-failed)","BAT_REPAIR"
"1652623015186","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1652623015540","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9607474", waiting until "load"[22m
","FQC_REPAIR"
"1652623015703","692-2G506-0210-0R6","020000248272","FCT1(test-failed)","FCT_REPAIR"
"1652623016082","692-2G506-0210-0R6","EC665","FCT1(test-failed)","FCT_REPAIR"
"1652623016200","692-2G506-0210-0R6","020025006_na","SMB(non-zero-exit-code)","FLA_REPAIR"
"1652623016280","692-2G506-0210-0R6","EC272","FCT1(test-failed)","FCT_REPAIR"
"1652623016486","692-2G506-0210-0R6","EC272","","FCT_REPAIR"
"1652623016616","692-2G506-0210-0R6","EC272","FCT1(test-failed)","FCT_REPAIR"
"1652623017325","692-2G506-0210-0R6","EC272","","FCT_REPAIR"
"1652623017427","692-2G506-0210-0R6","EC272","FCT1(test-failed)","FCT_REPAIR"
"1652623017436","692-2G506-0210-0R6","EC140","","BAT_REPAIR"
"1652623017829","692-2G506-0210-0R6","EC272","","FCT_REPAIR"
"1652623018247","692-2G506-0210-0R6","EC143","PHT(test-failed)","BAT_REPAIR"
"1652623018560","692-2G506-0210-0R6","EC272","FCT1(test-failed)","FCT_REPAIR"
"1652623018643","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9592131", waiting until "load"[22m
","FCT_REPAIR"
"1652623018808","692-2G506-0210-0R6","EC272","FCT1(test-failed)","FCT_REPAIR"
"1652623019643","692-2G506-0210-0R6","EC288","BAT(test-failed)","BAT_REPAIR"
"1652623020094","692-2G506-0210-0R6","EC317","BAT(test-failed)","BAT_REPAIR"
"1652623020205","692-2G506-0210-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-bent fins are damaged","FQC_REPAIR"
"1652623020357","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BAT_REPAIR"
"1652623030515","692-2G506-0210-0R6","9857E0","PCB弯曲/扭曲/破损(PCB Bent / twisted / damaged)-dent on side","FI_REPAIR"
"1652623039047","965-2G520-6300-0R0","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","IST_REPAIR"
"1652624053840","692-2G520-0200-5R0","981600","找不到设备/显卡(Device/board not recognized)-sn# fail","CHIFLASH_REPAIR"
"1652624079770","692-2G520-0200-5R0","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9610840", waiting until "load"[22m
","CHIFLASH_REPAIR"
"1652624085757","692-2G520-0200-5R0","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","CHIFLASH_REPAIR"
"1652624086106","692-2G520-0200-5R0","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","IST_REPAIR"
"1652624115491","965-2G520-0340-0R1","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BAT_REPAIR"
"1652624115510","965-2G520-0340-0R1","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BAT_REPAIR"
"1652624808884","692-2G520-0200-5R0","Error","Processing failed: page.content: Unable to retrieve content because the page is navigating and changing the content.","BAT_REPAIR"
"1652624809049","692-2G520-0200-5R0","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BAT_REPAIR"
"1652624816402","692-2G520-0200-5R0","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FCT_REPAIR"
"1652624816642","692-2G520-0200-5R0","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","PHT_REPAIR"
"1652722003866","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","VI2_REPAIR"
"1652722004452","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BAT_REPAIR"
"1652722004854","692-2G506-0210-0R6","020025006_na","SMB(non-zero-exit-code)","FLA_REPAIR"
"1652722005195","692-2G506-0210-0R6","EC097","","FCT_REPAIR"
"1652722005581","692-2G506-0210-0R6","EC317","PHT(test-failed)","BAT_REPAIR"
"1652722007027","692-2G506-0210-0R6","EC665","PHT(test-failed)","BAT_REPAIR"
"1652722008229","692-2G506-0210-0R6","020025006_na","SMB(non-zero-exit-code)","FLA_REPAIR"
"1652722010455","692-2G506-0210-0R6","EC229","PHT(timeout)","BAT_REPAIR"
"1652723020256","692-2G506-0210-0R6","EC316","PHT(test-failed)","BAT_REPAIR"
"1652723020343","692-2G506-0210-0R6","013015001_na","OQA(test-failed)","OQA_REPAIR"
